"ea","path","guess_type","symbol","m2_trades","m2_report","m1_ran","m1_report","m1_pf","m1_trades","m1_net","m1_eqdd","tier","note","ea_index"
"GoldStorm EA MT5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GoldStorm EA MT5.ex5","unknown-ea","USDJPY","0","MS5_0125_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","125"
"GoldStorm EA MT5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GoldStorm EA MT5.ex5","unknown-ea","AUDNZD","0","MS5_0125_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","125"
"MHD Scalper Pro 9.5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\MHD Scalper Pro 9.5.ex5","scalper","XAUUSD","0","MS5_0126_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","126"
"MHD Scalper Pro 9.5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\MHD Scalper Pro 9.5.ex5","scalper","EURUSD","2","MS5_0126_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","126"
"MHD Scalper Pro 9.5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\MHD Scalper Pro 9.5.ex5","scalper","USDJPY","2","MS5_0126_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","126"
"MHD Scalper Pro 9.5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\MHD Scalper Pro 9.5.ex5","scalper","AUDNZD","2","MS5_0126_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","126"
"PythonX M1 Scalper XAUUSD","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\PythonX M1 Scalper XAUUSD.ex5","scalper","XAUUSD","0","MS5_0127_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","127"
"PythonX M1 Scalper XAUUSD","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\PythonX M1 Scalper XAUUSD.ex5","scalper","EURUSD","0","MS5_0127_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","127"
"PythonX M1 Scalper XAUUSD","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\PythonX M1 Scalper XAUUSD.ex5","scalper","USDJPY","0","MS5_0127_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","127"
"PythonX M1 Scalper XAUUSD","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\PythonX M1 Scalper XAUUSD.ex5","scalper","AUDNZD","0","MS5_0127_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","127"
"Quantum Athena EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Athena EA.ex5","unknown-ea","XAUUSD","0","MS5_0128_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","128"
"Quantum Athena EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Athena EA.ex5","unknown-ea","EURUSD","0","MS5_0128_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","128"
"Quantum Athena EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Athena EA.ex5","unknown-ea","USDJPY","0","MS5_0128_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","128"
"Quantum Athena EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Athena EA.ex5","unknown-ea","AUDNZD","0","MS5_0128_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","128"
"Quantum Queen EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen EA.ex5","unknown-ea","XAUUSD","0","MS5_0129_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","129"
"Quantum Queen EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen EA.ex5","unknown-ea","EURUSD","0","MS5_0129_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","129"
"Quantum Queen EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen EA.ex5","unknown-ea","USDJPY","0","MS5_0129_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","129"
"Quantum Queen EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen EA.ex5","unknown-ea","AUDNZD","0","MS5_0129_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","129"
"Quantum Queen MT5 version 3.7","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen MT5 version 3.7.ex5","unknown-ea","XAUUSD","0","MS5_0130_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","130"
"Quantum Queen MT5 version 3.7","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen MT5 version 3.7.ex5","unknown-ea","EURUSD","0","MS5_0130_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","130"
"Quantum Queen MT5 version 3.7","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen MT5 version 3.7.ex5","unknown-ea","USDJPY","0","MS5_0130_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","130"
"Quantum Queen MT5 version 3.7","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Queen MT5 version 3.7.ex5","unknown-ea","AUDNZD","0","MS5_0130_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","130"
"Quantum Valkyrie EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Valkyrie EA.ex5","unknown-ea","XAUUSD","0","MS5_0131_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","131"
"Quantum Valkyrie EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Valkyrie EA.ex5","unknown-ea","EURUSD","0","MS5_0131_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","131"
"Quantum Valkyrie EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Valkyrie EA.ex5","unknown-ea","USDJPY","0","MS5_0131_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","131"
"Quantum Valkyrie EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Quantum Valkyrie EA.ex5","unknown-ea","AUDNZD","0","MS5_0131_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","131"
"Sentinel KMZ EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Sentinel KMZ EA.ex5","unknown-ea","XAUUSD","0","MS5_0132_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","132"
"Sentinel KMZ EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Sentinel KMZ EA.ex5","unknown-ea","EURUSD","0","MS5_0132_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","132"
"Sentinel KMZ EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Sentinel KMZ EA.ex5","unknown-ea","USDJPY","0","MS5_0132_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","132"
"Sentinel KMZ EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Sentinel KMZ EA.ex5","unknown-ea","AUDNZD","0","MS5_0132_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","132"
"TwisterPro Scalper EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\TwisterPro Scalper EA.ex5","scalper","XAUUSD","0","MS5_0133_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","133"
"TwisterPro Scalper EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\TwisterPro Scalper EA.ex5","scalper","EURUSD","0","MS5_0133_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","133"
"TwisterPro Scalper EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\TwisterPro Scalper EA.ex5","scalper","USDJPY","0","MS5_0133_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","133"
"TwisterPro Scalper EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\TwisterPro Scalper EA.ex5","scalper","AUDNZD","0","MS5_0133_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","133"
"Ultron Smart Trader EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Ultron Smart Trader EA.ex5","unknown-ea","XAUUSD","0","MS5_0134_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","134"
"Ultron Smart Trader EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Ultron Smart Trader EA.ex5","unknown-ea","EURUSD","0","MS5_0134_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","134"
"Ultron Smart Trader EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Ultron Smart Trader EA.ex5","unknown-ea","USDJPY","0","MS5_0134_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","134"
"Ultron Smart Trader EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Ultron Smart Trader EA.ex5","unknown-ea","AUDNZD","0","MS5_0134_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","134"
"GridEIEI","2026-07\GridEIEI.ex5","grid-recovery","XAUUSD","0","MS5_0135_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","135"
"GridEIEI","2026-07\GridEIEI.ex5","grid-recovery","EURUSD","0","MS5_0135_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","135"
"GridEIEI","2026-07\GridEIEI.ex5","grid-recovery","USDJPY","0","MS5_0135_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","135"
"GridEIEI","2026-07\GridEIEI.ex5","grid-recovery","AUDNZD","0","MS5_0135_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","135"
"IR Whale Track Expiry","2026-07\IR Whale Track Expiry-20260623T105004Z-3-001\IR Whale Track Expiry\IR Whale Track Expiry.ex5","unknown-ea","XAUUSD","42","MS5_0136_M2_XAUUSD.htm","True","MS5_0136_M1_XAUUSD.htm","3.94","206","612.92","0.75","Tier A","","136"
"IR Whale Track Expiry","2026-07\IR Whale Track Expiry-20260623T105004Z-3-001\IR Whale Track Expiry\IR Whale Track Expiry.ex5","unknown-ea","EURUSD","13","MS5_0136_M2_EURUSD.htm","True","MS5_0136_M1_EURUSD.htm","1.19","101","83.63","3.96","Tier A","","136"
"IR Whale Track Expiry","2026-07\IR Whale Track Expiry-20260623T105004Z-3-001\IR Whale Track Expiry\IR Whale Track Expiry.ex5","unknown-ea","USDJPY","23","MS5_0136_M2_USDJPY.htm","True","MS5_0136_M1_USDJPY.htm","1.21","135","109.53","2.73","Tier A","","136"
"IR Whale Track Expiry","2026-07\IR Whale Track Expiry-20260623T105004Z-3-001\IR Whale Track Expiry\IR Whale Track Expiry.ex5","unknown-ea","AUDNZD","16","MS5_0136_M2_AUDNZD.htm","True","MS5_0136_M1_AUDNZD.htm","1.95","57","74.47","0.93","Tier A","","136"
"JTrader_Quantum_V119_ProfitSplit_v3","2026-07\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\JTrader_Quantum_V119_ProfitSplit_v3.ex5","unknown-ea","XAUUSD","0","MS5_0137_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","137"
"JTrader_Quantum_V119_ProfitSplit_v3","2026-07\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\JTrader_Quantum_V119_ProfitSplit_v3.ex5","unknown-ea","EURUSD","0","MS5_0137_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","137"
"JTrader_Quantum_V119_ProfitSplit_v3","2026-07\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\JTrader_Quantum_V119_ProfitSplit_v3.ex5","unknown-ea","USDJPY","0","MS5_0137_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","137"
"JTrader_Quantum_V119_ProfitSplit_v3","2026-07\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\Quantum v119 ProfitSplit_V03(ปั่นลอต รับ  Rebate)\JTrader_Quantum_V119_ProfitSplit_v3.ex5","unknown-ea","AUDNZD","0","MS5_0137_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","137"
"Triple-Oscillator_Trend (1)","2026-07\Triple-Oscillator_Trend (1).ex5","trend","XAUUSD","2","MS5_0138_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","138"
"Triple-Oscillator_Trend (1)","2026-07\Triple-Oscillator_Trend (1).ex5","trend","EURUSD","218","MS5_0138_M2_EURUSD.htm","True","MS5_0138_M1_EURUSD.htm","0.81","1132","-5915.33","60.91","Reject","","138"
"Triple-Oscillator_Trend (1)","2026-07\Triple-Oscillator_Trend (1).ex5","trend","USDJPY","211","MS5_0138_M2_USDJPY.htm","True","MS5_0138_M1_USDJPY.htm","0.86","1111","-5118.96","54.64","Reject","","138"
"Triple-Oscillator_Trend (1)","2026-07\Triple-Oscillator_Trend (1).ex5","trend","AUDNZD","213","MS5_0138_M2_AUDNZD.htm","True","MS5_0138_M1_AUDNZD.htm","0.44","1024","-9338.34","93.39","Reject","","138"
"V2_15_SEMI_ORI_FINAL FULL(36) (1)","2026-07\V2_15_SEMI_ORI_FINAL FULL(36) (1).ex5","unknown-ea","XAUUSD","0","MS5_0139_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","139"
"V2_15_SEMI_ORI_FINAL FULL(36) (1)","2026-07\V2_15_SEMI_ORI_FINAL FULL(36) (1).ex5","unknown-ea","EURUSD","0","MS5_0139_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","139"
"V2_15_SEMI_ORI_FINAL FULL(36) (1)","2026-07\V2_15_SEMI_ORI_FINAL FULL(36) (1).ex5","unknown-ea","USDJPY","0","MS5_0139_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","139"
"V2_15_SEMI_ORI_FINAL FULL(36) (1)","2026-07\V2_15_SEMI_ORI_FINAL FULL(36) (1).ex5","unknown-ea","AUDNZD","0","MS5_0139_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","139"
"V2_15_SEMI_ORI_FINAL","2026-07\V2_15_SEMI_ORI_FINAL.ex5","unknown-ea","XAUUSD","0","MS5_0140_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","140"
"V2_15_SEMI_ORI_FINAL","2026-07\V2_15_SEMI_ORI_FINAL.ex5","unknown-ea","EURUSD","0","MS5_0140_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","140"
"V2_15_SEMI_ORI_FINAL","2026-07\V2_15_SEMI_ORI_FINAL.ex5","unknown-ea","USDJPY","0","MS5_0140_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","140"
"V2_15_SEMI_ORI_FINAL","2026-07\V2_15_SEMI_ORI_FINAL.ex5","unknown-ea","AUDNZD","0","MS5_0140_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","140"
"Zerqon_EA_v22.2_","2026-07\Zerqon_EA_v22.2_.ex5","unknown-ea","XAUUSD","0","MS5_0141_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","141"
"Zerqon_EA_v22.2_","2026-07\Zerqon_EA_v22.2_.ex5","unknown-ea","EURUSD","0","MS5_0141_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","141"
"Zerqon_EA_v22.2_","2026-07\Zerqon_EA_v22.2_.ex5","unknown-ea","USDJPY","0","MS5_0141_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","141"
"Zerqon_EA_v22.2_","2026-07\Zerqon_EA_v22.2_.ex5","unknown-ea","AUDNZD","0","MS5_0141_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","141"
"ZyFer_Noname","2026-07\ZyFer_Noname.ex5","unknown-ea","XAUUSD","0","MS5_0142_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","142"
"ZyFer_Noname","2026-07\ZyFer_Noname.ex5","unknown-ea","EURUSD","0","MS5_0142_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","142"
"ZyFer_Noname","2026-07\ZyFer_Noname.ex5","unknown-ea","USDJPY","0","MS5_0142_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","142"
"ZyFer_Noname","2026-07\ZyFer_Noname.ex5","unknown-ea","AUDNZD","0","MS5_0142_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","142"
"CloseAtProfitTarget v4.2","2026-4\CloseAtProfitTarget v4.2\CloseAtProfitTarget v4.2.ex5","unknown-ea","XAUUSD","0","MS5_0143_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","143"
"CloseAtProfitTarget v4.2","2026-4\CloseAtProfitTarget v4.2\CloseAtProfitTarget v4.2.ex5","unknown-ea","EURUSD","0","MS5_0143_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","143"
"CloseAtProfitTarget v4.2","2026-4\CloseAtProfitTarget v4.2\CloseAtProfitTarget v4.2.ex5","unknown-ea","USDJPY","0","MS5_0143_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","143"
"CloseAtProfitTarget v4.2","2026-4\CloseAtProfitTarget v4.2\CloseAtProfitTarget v4.2.ex5","unknown-ea","AUDNZD","0","MS5_0143_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","143"
"DeepSeekCommanderEA_v2_0_Gold","2026-4\DeepSeekCommanderEA_v2_0_Gold\DeepSeekCommanderEA_v2_0_Gold.ex5","unknown-ea","XAUUSD","0","MS5_0144_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","144"
"DeepSeekCommanderEA_v2_0_Gold","2026-4\DeepSeekCommanderEA_v2_0_Gold\DeepSeekCommanderEA_v2_0_Gold.ex5","unknown-ea","EURUSD","0","MS5_0144_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","144"
"DeepSeekCommanderEA_v2_0_Gold","2026-4\DeepSeekCommanderEA_v2_0_Gold\DeepSeekCommanderEA_v2_0_Gold.ex5","unknown-ea","USDJPY","0","MS5_0144_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","144"
"DeepSeekCommanderEA_v2_0_Gold","2026-4\DeepSeekCommanderEA_v2_0_Gold\DeepSeekCommanderEA_v2_0_Gold.ex5","unknown-ea","AUDNZD","0","MS5_0144_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","144"
"EA Demo complete","2026-4\EA Demo complete\EA Demo complete.ex5","unknown-ea","XAUUSD","0","MS5_0145_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","145"
"EA Demo complete","2026-4\EA Demo complete\EA Demo complete.ex5","unknown-ea","EURUSD","0","MS5_0145_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","145"
"EA Demo complete","2026-4\EA Demo complete\EA Demo complete.ex5","unknown-ea","USDJPY","0","MS5_0145_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","145"
"EA Demo complete","2026-4\EA Demo complete\EA Demo complete.ex5","unknown-ea","AUDNZD","0","MS5_0145_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","145"
"EA_GapinFX_MT5","2026-4\EA_GapinFX_MT5\EA_GapinFX_MT5.ex5","unknown-ea","XAUUSD","4170","MS5_0146_M2_XAUUSD.htm","True","MS5_0146_M1_XAUUSD.htm","0.23","700","-3676.05","57.72","Reject","","146"
"EA_GapinFX_MT5","2026-4\EA_GapinFX_MT5\EA_GapinFX_MT5.ex5","unknown-ea","EURUSD","26","MS5_0146_M2_EURUSD.htm","True","MS5_0146_M1_EURUSD.htm","2.34","160","728.37","3.66","Tier A","","146"
"EA_GapinFX_MT5","2026-4\EA_GapinFX_MT5\EA_GapinFX_MT5.ex5","unknown-ea","USDJPY","47","MS5_0146_M2_USDJPY.htm","True","MS5_0146_M1_USDJPY.htm","2.74","394","1745.65","8.74","Tier A","","146"
"EA_GapinFX_MT5","2026-4\EA_GapinFX_MT5\EA_GapinFX_MT5.ex5","unknown-ea","AUDNZD","23","MS5_0146_M2_AUDNZD.htm","True","",,,,,"","m1-no-report","146"
"FractalFibo_YModel_EA","2026-4\FractalFibo_YModel_EA\FractalFibo_YModel_EA.ex5","unknown-ea","XAUUSD","17","MS5_0147_M2_XAUUSD.htm","True","MS5_0147_M1_XAUUSD.htm","0.71","152","-416.31","5.85","Reject","","147"
"FractalFibo_YModel_EA","2026-4\FractalFibo_YModel_EA\FractalFibo_YModel_EA.ex5","unknown-ea","EURUSD","0","MS5_0147_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","147"
"FractalFibo_YModel_EA","2026-4\FractalFibo_YModel_EA\FractalFibo_YModel_EA.ex5","unknown-ea","USDJPY","2","MS5_0147_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","147"
"FractalFibo_YModel_EA","2026-4\FractalFibo_YModel_EA\FractalFibo_YModel_EA.ex5","unknown-ea","AUDNZD","0","MS5_0147_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","147"
"Gann Made Easy MT5","2026-4\Gann Made Easy MT5\Gann Made Easy MT5.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","148"
"Gann Made Easy MT5","2026-4\Gann Made Easy MT5\Gann Made Easy MT5.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","148"
"Gann Made Easy MT5","2026-4\Gann Made Easy MT5\Gann Made Easy MT5.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","148"
"Gann Made Easy MT5","2026-4\Gann Made Easy MT5\Gann Made Easy MT5.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","148"
"Gemini_Llama_EA_v2_0_Gold","2026-4\Gemini_Llama_EA_v2_0_Gold\Gemini_Llama_EA_v2_0_Gold.ex5","unknown-ea","XAUUSD","0","MS5_0149_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","149"
"Gemini_Llama_EA_v2_0_Gold","2026-4\Gemini_Llama_EA_v2_0_Gold\Gemini_Llama_EA_v2_0_Gold.ex5","unknown-ea","EURUSD","0","MS5_0149_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","149"
"Gemini_Llama_EA_v2_0_Gold","2026-4\Gemini_Llama_EA_v2_0_Gold\Gemini_Llama_EA_v2_0_Gold.ex5","unknown-ea","USDJPY","0","MS5_0149_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","149"
"Gemini_Llama_EA_v2_0_Gold","2026-4\Gemini_Llama_EA_v2_0_Gold\Gemini_Llama_EA_v2_0_Gold.ex5","unknown-ea","AUDNZD","0","MS5_0149_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","149"
"GeminiCommanderEA_v2_0_Gold","2026-4\GeminiCommanderEA_v2_0_Gold\GeminiCommanderEA_v2_0_Gold.ex5","unknown-ea","XAUUSD","0","MS5_0150_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","150"
"GeminiCommanderEA_v2_0_Gold","2026-4\GeminiCommanderEA_v2_0_Gold\GeminiCommanderEA_v2_0_Gold.ex5","unknown-ea","EURUSD","0","MS5_0150_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","150"
"GeminiCommanderEA_v2_0_Gold","2026-4\GeminiCommanderEA_v2_0_Gold\GeminiCommanderEA_v2_0_Gold.ex5","unknown-ea","USDJPY","0","MS5_0150_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","150"
"GeminiCommanderEA_v2_0_Gold","2026-4\GeminiCommanderEA_v2_0_Gold\GeminiCommanderEA_v2_0_Gold.ex5","unknown-ea","AUDNZD","0","MS5_0150_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","150"
"groqCommanderEA_v2_0_Gold","2026-4\groqCommanderEA_v2_0_Gold\groqCommanderEA_v2_0_Gold.ex5","unknown-ea","XAUUSD","0","MS5_0151_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","151"
"groqCommanderEA_v2_0_Gold","2026-4\groqCommanderEA_v2_0_Gold\groqCommanderEA_v2_0_Gold.ex5","unknown-ea","EURUSD","0","MS5_0151_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","151"
"groqCommanderEA_v2_0_Gold","2026-4\groqCommanderEA_v2_0_Gold\groqCommanderEA_v2_0_Gold.ex5","unknown-ea","USDJPY","0","MS5_0151_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","151"
"groqCommanderEA_v2_0_Gold","2026-4\groqCommanderEA_v2_0_Gold\groqCommanderEA_v2_0_Gold.ex5","unknown-ea","AUDNZD","0","MS5_0151_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","151"
"Hedge EA Demo test","2026-4\Hedge EA Demo test\Hedge EA Demo test.ex5","grid-recovery","XAUUSD","0","MS5_0152_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","152"
"Hedge EA Demo test","2026-4\Hedge EA Demo test\Hedge EA Demo test.ex5","grid-recovery","EURUSD","0","MS5_0152_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","152"
"Hedge EA Demo test","2026-4\Hedge EA Demo test\Hedge EA Demo test.ex5","grid-recovery","USDJPY","0","MS5_0152_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","152"
"Hedge EA Demo test","2026-4\Hedge EA Demo test\Hedge EA Demo test.ex5","grid-recovery","AUDNZD","0","MS5_0152_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","152"
"Private EA 3.16","2026-4\Private EA 3.16 MT5 - DLL\Private EA 3.16 MT5 - DLL\Expert\Private EA 3.16.ex5","unknown-ea","XAUUSD","0","MS5_0153_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","153"
"Private EA 3.16","2026-4\Private EA 3.16 MT5 - DLL\Private EA 3.16 MT5 - DLL\Expert\Private EA 3.16.ex5","unknown-ea","EURUSD","0","MS5_0153_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","153"
