name,platform,size_kb,lines,blocks,n_inputs,indicators,open_blocks,pending,close_blocks,raw_trade_calls,has_sl,has_tp,lot_escalation,flags,n_copies,path,concept
(Jobot) CCI Currencies Strength Hedging,mq5,684,27305,473,0,iCCI,4,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week9\(Jobot) CCI Currencies Strength Hedging .mq5,session_time
(Jobot) CCI Currencies Strength Long Trade,mq5,646,25743,456,0,iCCI,2,0,2,4,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week9\(Jobot) CCI Currencies Strength Long Trade.mq5,reversion
(Jobot) CCI Currencies Strength Long Trade(SC) ATR+TL+BK,mq5,706,28607,484,68,iATR;iCCI,4,0,3,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Jobot) CCI Currencies Strength Long Trade(SC) ATR+TL+BK.mq5,session_time
(Jobot) Dow Theory Trailing Stock tomorrow,mq4,244,9056,36,0,iCustom;iHighest;iLowest,6,4,0,1,yes,yes,no,,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Dow Theory Trailing Stock tomorrow.mq4,indicator_generic
(Jobot) Dow Theory Trailing  (3),mq4,222,8369,32,0,iCustom;iHighest;iLowest,4,0,0,1,yes,yes,no,,10,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Dow Theory Trailing  (3).mq4,indicator_generic
(Jobot) EA Inside Bar Break Out,mq5,205,7684,17,0,,4,4,0,4,yes,yes,no,,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week5\(Jobot) EA Inside Bar Break Out .mq5,candle_pattern+breakout
(Jobot) Fibo Partial Close (RSI Divergence) Advance,mq4,331,12383,90,0,iRSI,14,12,0,1,yes,yes,no,WEBREQUEST,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Fibo Partial Close (RSI Divergence) Advance.mq4,harmonic_fib+divergence
(Jobot) Fibo Partial Close (RSI Divergence) Advance,mq4,338,12982,90,15,iRSI,14,12,0,1,yes,yes,no,WEBREQUEST,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\(Jobot) Fibo Partial Close (RSI Divergence) Advance.mq4,harmonic_fib+divergence
(Jobot) Homework 1.2,mq4,163,6077,8,0,iDeMarker,2,0,2,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week1\(Jobot) Homework 1.2.mq4,reversion
(Jobot) Homework 1.3,mq4,167,6274,8,0,iADX,2,0,0,1,yes,yes,no,,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week1\(Jobot) Homework 1.3.mq4,trend_follow
(Jobot) Homework 2.1,mq4,176,6392,8,0,iSAR,2,0,0,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week2\(Jobot) Homework 2.1.mq4,trend_follow
(Jobot) Homework 2.2,mq4,204,7698,38,0,iBands,2,0,4,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week2\(Jobot) Homework 2.2.mq4,reversion
(Jobot) Homework 2.3,mq4,226,8734,22,0,iStdDev,2,0,0,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week2\(Jobot) Homework 2.3.mq4,indicator_generic
(Jobot) Line Notification,mq4,106,3949,19,0,,0,0,0,0,no,no,no,WEBREQUEST,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Line Notification .mq4,dashboard_tool
(Jobot) Martingale TMA V1.99,mq4,379,14171,80,0,iCustom,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Martingale TMA V1.99 .mq4,grid_basket
(Jobot) MM Betting 1326,mq4,158,5872,6,0,,2,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) MM Betting 1326.mq4,unclassified
(Jobot) MM Betting D Alembert,mq4,158,5874,6,0,,2,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) MM Betting D Alembert.mq4,unclassified
(Jobot) MM Flip Coin Betting Plus,mq4,159,5919,5,0,iRSI,2,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) MM Flip Coin Betting Plus.mq4,reversion
(Jobot) NEWs Pending,mq4,159,5939,8,0,,2,2,0,1,yes,yes,no,,8,D:\EA_LAB\_intake_drop\Jobot example\EA Week2\(Jobot) NEWs Pending .mq4,news+session_time
(Jobot) Price Action - Trend Line -Fibo -Martingale,mq5,594,19171,136,2,iCustom;iHighest;iLowest,4,0,3,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,6,D:\EA_LAB\_intake_drop\.Boss\(Jobot) Price Action - Trend Line -Fibo -Martingale .mq5,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale,mq4,377,14712,136,2,iCustom;iHighest;iLowest,4,0,3,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,10,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Martingale .mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale,mq5,596,19255,136,2,iCustom;iHighest;iLowest,4,0,3,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Jobot) Price Action - Trend Line -Fibo -Martingale .mq5,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging,mq4,421,16668,164,27,iCustom;iHighest;iLowest,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2,mq4,424,16814,166,27,iCustom;iHighest;iLowest,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.1,mq4,424,16813,166,27,iCustom;iHighest;iLowest,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.1.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.2,mq4,425,16859,166,28,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.2.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.3 atr + nearby,mq4,431,17135,170,29,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.3 atr + nearby.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.4 atr + nearby,mq4,431,17135,170,29,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.4 atr + nearby.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.5 atr + nearby,mq4,436,17315,172,29,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale +hedging v2.5 atr + nearby.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale v3 Hedging + atr + nearby,mq4,436,17315,172,29,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale v3 Hedging + atr + nearby.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby,mq4,436,17315,172,29,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\old\(Jobot) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale v3.2 Hedging + atr + nearby,mq4,436,17315,172,29,iATR,8,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\(Jobot) Price Action - Trend Line -Fibo -Martingale v3.2 Hedging + atr + nearby.mq4,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Martingale v3.2 Hedging + atr + nearby,mq5,654,21884,172,29,iATR,8,0,4,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\(Jobot) Price Action - Trend Line -Fibo -Martingale v3.2 Hedging + atr + nearby.mq5,harmonic_fib+grid_basket
(Jobot) Price Action - Trend Line -Fibo -Order v.2,mq5,597,19111,136,2,iCustom;iHighest;iLowest,4,0,3,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Jobot) Price Action - Trend Line -Fibo -Order v.2.mq5,harmonic_fib
(Jobot) Price Action - Trend Line -Fibo -Retracement Pending,mq4,346,13212,123,2,iCustom;iHighest;iLowest,15,15,2,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Retracement Pending.mq4,harmonic_fib
(Jobot) Price Action - Trend Line -Fibo -Scalping,mq4,316,12369,102,2,iCustom;iHighest;iLowest,2,0,0,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Scalping.mq4,harmonic_fib+scalping
(Jobot) Price Action - Trend Line -Fibo -Sniper,mq4,319,12522,104,2,iCustom;iHighest;iLowest,2,0,0,1,yes,yes,no,,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Sniper.mq4,harmonic_fib
(Jobot) Recovery Hedging System,mq4,241,9288,35,10,iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Recovery Hedging System .mq4,grid_basket
(Jobot) Recovery Hedging System Multiply,mq4,234,8737,35,0,iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week5\(Jobot) Recovery Hedging System Multiply.mq4,grid_basket
(Jobot) Recovery Hedging System Multiply,mq4,241,9286,35,10,iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Recovery Hedging System Multiply.mq4,grid_basket
(Jobot) Recovery Hedging System Plus,mq4,245,9264,36,0,iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week5\(Jobot) Recovery Hedging System Plus.mq4,grid_basket
(Jobot) Recovery Hedging System Plus,mq4,252,9813,36,9,iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Recovery Hedging System Plus.mq4,grid_basket
(Jobot) Recovery Hedging System with SL,mq4,453,18053,183,0,iBands;iMA,22,0,2,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week5\(Jobot) Recovery Hedging System with SL.mq4,grid_basket
(Jobot) Self Trend Line Break,mq4,226,8082,14,0,,2,0,0,1,unknown,no,no,SL_UNKNOWN,8,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Self Trend Line Break .mq4,unclassified
(Jobot) Self Trend Line Break,mq5,377,11388,14,0,,2,0,0,7,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Jobot) Self Trend Line Break .mq5,unclassified
(Jobot) Self Trend Line Break,mq5,376,11304,14,0,,2,0,0,7,unknown,no,no,SL_UNKNOWN,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Self Trend Line Break .mq5,unclassified
(Jobot) Square Hedging Rocovery,mq4,686,27460,429,31,iHighest;iLowest,44,44,2,1,yes,yes,yes,LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Square Hedging Rocovery .mq4,scalping
(Jobot) STO Custom Divergence Trading,mq4,236,8947,42,0,iStochastic,4,0,2,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week4\(Jobot) STO Custom Divergence Trading.mq4,divergence
(Jobot) Trend Line by Zigzag,mq4,161,6089,39,2,iCustom,0,0,0,0,no,no,no,,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Trend Line by Zigzag.mq4,dashboard_tool
(Jobot) Trend Line by Zigzag Martingale,mq5,483,14492,63,2,iCustom,4,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,6,D:\EA_LAB\_intake_drop\.Boss\(Jobot) Trend Line by Zigzag Martingale.mq5,grid_basket
(Jobot) Trend Line by Zigzag Martingale,mq4,275,10347,63,2,iCustom,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,10,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Trend Line by Zigzag Martingale.mq4,grid_basket
(Jobot) Trend Line by Zigzag Martingale,mq5,485,14576,63,2,iCustom,4,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Jobot) Trend Line by Zigzag Martingale.mq5,grid_basket
(Jobot) Trend Line by Zigzag Martingale Record CSV,mq4,287,10801,65,2,iCustom,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Trend Line by Zigzag Martingale Record CSV.mq4,grid_basket
(Jobot) Zig Zag Custom Divergence Trading,mq4,230,8696,38,0,iRSI,4,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Zig Zag Custom Divergence Trading.mq4,divergence
(Jobot) Zig Zag RSIDivergence Trading,mq4,229,8693,38,1,iRSI,4,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Zig Zag RSIDivergence Trading.mq4,divergence
(JobotX) BITCOIN STOCKs DCA rev5,mq5,327,12794,85,17,,22,19,1,4,yes,no,yes,LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(JobotX) BITCOIN STOCKs DCA rev5.mq5,grid_basket
(Joh)AI Gen Hedge,mq4,192,7377,14,5,,4,3,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)AI Gen Hedge.mq4,grid_basket
(Joh)AI gen Workshop1,mq4,230,8866,36,12,iADX;iMA,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)AI gen Workshop1.mq4,trend_follow
(Joh)AI gen Workshop2,mq5,314,12358,61,15,iADX;iATR;iMA,4,0,0,4,yes,yes,yes,LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)AI gen Workshop2.mq5,trend_follow
(Joh)Workshop1 v3,mq5,235,9158,20,12,iADX;iMA,2,0,1,4,yes,yes,no,,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)Workshop1 v3.mq5,session_time
(Joh)Workshop3,mq4,167,6431,5,6,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(Joh)Workshop3.mq4,reversion
(Ken) Ai Gen,mq4,179,7140,13,8,iADX;iMA,1,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(Ken) Ai Gen.mq4,trend_follow
(L) Ai gen,mq4,173,6869,10,8,iADX;iMA,1,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(L) Ai gen.mq4,trend_follow
(Niyombot B_3) Price Action ATR  Lot.D Group 3,mq5,400,16083,140,23,iATR,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\(Niyombot B_3) Price Action ATR  Lot.D Group 3.mq5,candle_pattern
(Niyombot) B2 Gold Deng M15 TLM,mq5,299,11823,53,13,iATR;iMA;iVolumes,4,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\(Niyombot) B2 Gold Deng M15 TLM.mq5,trend_follow
(Niyombot) Price Action Close All Lot.d H1,mq5,374,14947,130,21,iHighest;iLowest,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\(Niyombot) Price Action Close All Lot.d H1.mq5,candle_pattern+dashboard_tool
(NiyomBot) RSI Dynamic Candle V3,mq4,840,34007,435,67,iRSI,36,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\(NiyomBot) RSI Dynamic Candle V3.mq4,session_time+reversion
(NiyomBot) RSI Dynamic Candle V3.1,mq4,845,34171,439,68,iRSI,36,0,3,1,no,no,yes,NO_SL;LOT_ESCALATION,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\(NiyomBot) RSI Dynamic Candle V3.1.mq4,session_time+reversion
(Niyombot) Vote Close All Lot.D H1 V6,mq5,394,15202,140,28,iCCI;iMA;iOsMA;iStochastic,4,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\(Niyombot) Vote Close All Lot.D H1 V6.mq5,dashboard_tool
(OH) 2way EA v05G,mq5,576,23271,277,17,iADX;iSAR,2,0,4,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(OH) 2way EA v05G.mq5,session_time
(oh) Advance Dashboard Manual-Semi-Auto,mq5,1405,56101,1031,69,iAC;iATR;iCCI;iRSI,22,14,41,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) Advance Dashboard Manual-Semi-Auto.mq5,grid_basket+dashboard_tool
(Oh) Arbitrage Super Profit V02,mq5,283,10999,65,7,iBands,6,0,2,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Oh) Arbitrage Super Profit V02.mq5,correlation_pair+session_time
(Oh) Arbitrage Super Profit V04,mq5,279,10806,49,11,iBands,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(Oh) Arbitrage Super Profit V04.mq5,correlation_pair+session_time
(Oh) CCI Currencies Strength ATR  Ranking Nearby  V09,mq5,763,31545,473,69,iADX;iATR;iCCI,6,4,30,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(Oh) CCI Currencies Strength ATR  Ranking Nearby  V09.mq5,news+session_time
(oh) combine grid HihhAndLow v01,mq5,340,13105,77,8,,2,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,1,D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(oh) combine grid HihhAndLow v01.mq5,session_time+grid_basket
(oh) combine grid HihhAndLow v02,mq5,351,13484,79,10,,2,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(oh) combine grid HihhAndLow v02.mq5,session_time+grid_basket
(oh) combine grid UpAndLow v06,mq5,391,15119,110,13,,2,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,1,D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(oh) combine grid UpAndLow v06.mq5,session_time+grid_basket
(oh) continue v06,mq5,328,12779,79,8,iATR;iSAR,2,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) continue v06.mq5,session_time
(Oh) EA Dashboard V04A,mq5,596,23327,256,12,iADX;iBands;iMA;iMACD;iSAR,2,0,3,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(Oh) EA Dashboard V04A.mq5,session_time+dashboard_tool
(Oh) Elliott Wave 14 Correction Price Action v01,mq5,537,21245,221,28,iMA,2,0,3,4,yes,yes,yes,LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(Oh) Elliott Wave 14 Correction Price Action v01.mq5,elliott+harmonic_fib
(oh) fibo gold v06,mq5,353,13654,87,6,iCustom;iHighest;iLowest,8,0,2,4,yes,yes,no,,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) fibo gold v06.mq5,harmonic_fib+session_time
(oh) Grid Lot Full Hedging Snowball EA,mq5,372,14833,74,7,,4,0,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) Grid Lot Full Hedging Snowball EA .mq5,session_time+grid_basket
(Oh) Grid Upper lower V23,mq5,508,20066,178,15,iAC;iADX;iSAR,2,0,3,4,no,no,no,NO_SL,1,D:\OneDrive - The Siam Cement Public Company Limited\Desktop\Metatrader\.Final EA\BOSS_EA_MT5\(Oh) Grid Upper lower V23.mq5,session_time+grid_basket
(oh) grid v04A,mq5,316,12324,65,7,iAC,2,0,3,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) grid v04A.mq5,session_time+grid_basket
(oh) grid v05,mq5,312,12166,61,7,iAC,2,0,3,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) grid v05.mq5,session_time+grid_basket
(OH) Grid Lot Dif Hedging EA V03D,mq5,416,16984,107,16,iADX,2,0,6,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(OH) Grid Lot Dif Hedging EA V03D.mq5,session_time+grid_basket
(OH) Grid Lot Dif Hedging EA V04,mq5,416,16985,107,16,iADX,2,0,6,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(OH) Grid Lot Dif Hedging EA V04.mq5,session_time+grid_basket
(oh) Master GRID ATR Accumulative Deduction -B V22A,mq5,445,18318,139,12,iATR;iIchimoku;iMA,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\(oh) Master GRID ATR Accumulative Deduction -B V22A.mq5,session_time+grid_basket
(oh) Master GRID ATR Accumulative Deduction -B V23,mq5,416,17090,110,15,iADX;iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) Master GRID ATR Accumulative Deduction -B V23.mq5,session_time+grid_basket
(oh) MooDeng Bot,mq5,363,14456,113,14,iATR;iMA;iVolumes,4,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\(oh) MooDeng Bot.mq5,session_time
(oh) pun fix lot v05,mq5,306,12125,93,10,,6,0,0,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) pun fix lot v05.mq5,session_time
(oh) pun lot hedging v15,mq5,380,14971,104,11,iADX;iATR,4,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) pun lot hedging v15.mq5,session_time
(Oh) Supply Demand indy V07B,mq4,413,16131,114,12,iAC;iATR,2,0,0,1,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\(Oh) Supply Demand indy V07B.mq4,zone_sr
